GEO.id,GEO.id2,GEO.display-label,total,no_schooling,nursery_school,kindergarten,1st_grade,2nd_grade,3rd_grade,4th_grade,5th_grade,6th_grade,7th_grade,8th_grade,9th_grade,10th_grade,11th_grade,12th_grade_no_diploma,high_school_diploma,ged_or_alternative_credential,some_college_less_than_1_year,some_college_1_or_more_years_no_degree,associates_degree,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree
1400000US53033020100,53033020100,"Census Tract 201, King County, Washington",2572,10,0,0,0,0,0,0,0,0,0,15,7,38,29,0,197,55,133,295,207,948,373,131,134
1400000US53033020200,53033020200,"Census Tract 202, King County, Washington",3913,15,0,0,0,5,3,9,22,7,0,16,0,0,0,106,461,41,160,500,389,1459,519,124,77
1400000US53033020300,53033020300,"Census Tract 203, King County, Washington",5187,197,0,0,22,17,93,0,0,76,0,55,12,15,94,111,714,74,308,660,485,1531,548,88,87
1400000US53033020401,53033020401,"Census Tract 204.01, King County, Washington",2726,0,0,0,0,0,9,0,19,20,0,30,22,2,22,34,376,39,234,469,275,674,380,79,42
1400000US53033020402,53033020402,"Census Tract 204.02, King County, Washington",4024,23,0,0,0,0,0,0,14,3,0,16,17,14,151,162,401,36,283,573,345,1105,637,131,113
1400000US53033020500,53033020500,"Census Tract 205, King County, Washington",5013,168,0,0,0,0,8,0,4,21,0,19,0,18,12,54,647,72,174,898,739,1358,526,178,117
1400000US53033020600,53033020600,"Census Tract 206, King County, Washington",2598,14,0,0,0,3,0,0,0,41,9,0,7,12,45,52,352,90,146,362,356,804,161,74,70
1400000US53033020700,53033020700,"Census Tract 207, King County, Washington",2786,15,0,0,0,22,35,26,34,46,9,10,0,45,112,81,365,62,145,493,337,663,243,0,43
1400000US53033020800,53033020800,"Census Tract 208, King County, Washington",3257,23,0,0,0,0,0,0,0,9,0,9,0,9,27,80,283,60,158,370,269,1063,567,226,104
1400000US53033020900,53033020900,"Census Tract 209, King County, Washington",2957,57,0,0,0,0,12,4,0,0,0,13,38,57,4,50,390,68,107,384,219,1096,330,105,23
1400000US53033021000,53033021000,"Census Tract 210, King County, Washington",4438,73,0,0,0,0,0,0,0,29,0,0,21,131,30,43,839,184,224,832,423,1222,291,82,14
1400000US53033021100,53033021100,"Census Tract 211, King County, Washington",3443,62,0,0,0,0,0,12,0,5,28,6,10,39,81,110,523,69,297,642,346,822,271,60,60
1400000US53033021300,53033021300,"Census Tract 213, King County, Washington",2927,31,0,0,0,0,0,0,0,0,5,14,15,0,0,42,318,59,105,417,238,858,473,182,170
1400000US53033021400,53033021400,"Census Tract 214, King County, Washington",2851,0,0,0,0,0,0,0,0,16,0,0,9,0,17,108,286,84,160,489,142,895,352,145,148
1400000US53033021500,53033021500,"Census Tract 215, King County, Washington",3377,0,0,0,0,0,0,0,0,4,3,21,0,0,0,15,350,36,188,430,368,1178,455,170,159
1400000US53033021600,53033021600,"Census Tract 216, King County, Washington",3702,12,9,0,0,0,0,0,0,1,11,10,1,0,34,60,322,63,228,600,296,1237,541,100,177
1400000US53033021700,53033021700,"Census Tract 217, King County, Washington",6068,15,0,0,0,0,0,8,0,72,0,23,32,81,18,221,793,105,440,862,449,2025,676,127,121
1400000US53033021802,53033021802,"Census Tract 218.02, King County, Washington",3476,90,0,0,0,0,0,0,0,0,0,0,44,0,90,47,386,18,192,405,238,1250,628,0,88
1400000US53033021803,53033021803,"Census Tract 218.03, King County, Washington",3551,9,0,0,0,0,0,0,0,38,0,0,0,17,17,25,575,40,280,655,488,889,371,64,83
1400000US53033021804,53033021804,"Census Tract 218.04, King County, Washington",3388,34,0,0,0,0,0,0,0,39,0,0,9,22,17,127,365,82,116,477,208,1372,401,53,66
1400000US53033021903,53033021903,"Census Tract 219.03, King County, Washington",4353,0,0,0,0,0,0,0,0,0,0,0,0,0,47,75,548,99,210,657,345,1580,641,96,55
1400000US53033021904,53033021904,"Census Tract 219.04, King County, Washington",3504,118,0,0,0,0,8,0,0,55,9,0,11,38,14,44,567,82,239,359,363,986,490,40,81
1400000US53033021905,53033021905,"Census Tract 219.05, King County, Washington",4159,32,0,0,0,0,0,0,0,0,16,40,42,17,36,43,739,98,194,524,357,1488,421,37,75
1400000US53033021906,53033021906,"Census Tract 219.06, King County, Washington",2845,14,0,0,0,0,0,0,0,0,1,0,0,12,62,24,268,67,123,453,363,967,376,72,43
1400000US53033022001,53033022001,"Census Tract 220.01, King County, Washington",4043,25,0,0,0,25,0,0,0,0,0,0,18,27,19,53,625,38,234,732,286,1265,549,57,90
1400000US53033022003,53033022003,"Census Tract 220.03, King County, Washington",3678,22,0,0,0,0,0,0,0,29,0,7,49,6,14,47,525,126,231,529,265,1172,525,57,74
1400000US53033022005,53033022005,"Census Tract 220.05, King County, Washington",3597,0,0,0,0,1,0,0,0,0,0,19,0,0,26,0,297,41,303,414,280,1393,653,83,87
1400000US53033022006,53033022006,"Census Tract 220.06, King County, Washington",3046,68,0,2,0,0,0,0,0,35,10,50,8,0,0,14,453,0,164,395,197,1108,423,84,35
1400000US53033022101,53033022101,"Census Tract 221.01, King County, Washington",3411,0,0,0,0,0,0,0,0,0,0,0,1,35,10,9,444,98,67,443,290,1162,649,110,93
1400000US53033022102,53033022102,"Census Tract 221.02, King County, Washington",4515,36,0,0,0,0,0,0,0,0,15,0,37,37,7,62,283,31,310,432,355,1701,738,169,302
1400000US53033022201,53033022201,"Census Tract 222.01, King County, Washington",3270,17,0,0,0,11,0,0,0,0,0,0,0,0,25,73,515,72,193,511,304,1047,418,66,18
1400000US53033022202,53033022202,"Census Tract 222.02, King County, Washington",5582,34,0,0,0,0,0,15,0,0,42,0,1,0,28,78,594,44,298,794,456,2039,917,79,163
1400000US53033022203,53033022203,"Census Tract 222.03, King County, Washington",3619,14,0,7,0,0,0,0,0,0,0,0,0,0,0,10,343,54,145,507,263,1402,605,165,104
1400000US53033022300,53033022300,"Census Tract 223, King County, Washington",2019,9,0,0,0,0,0,0,0,1,0,11,0,0,0,7,96,17,72,204,122,745,434,140,161
1400000US53033022400,53033022400,"Census Tract 224, King County, Washington",6236,0,0,0,0,0,41,0,0,23,18,19,1,20,32,37,465,0,330,404,338,3042,1115,277,74
1400000US53033022500,53033022500,"Census Tract 225, King County, Washington",6541,22,0,0,0,0,0,0,0,0,0,17,0,20,0,18,327,0,282,586,598,2785,1256,378,252
1400000US53033022603,53033022603,"Census Tract 226.03, King County, Washington",4252,53,0,0,0,0,0,0,0,82,0,1,25,3,44,52,416,54,171,844,293,1444,646,65,59
1400000US53033022604,53033022604,"Census Tract 226.04, King County, Washington",3530,37,0,0,0,0,0,0,0,0,0,17,0,13,0,12,341,41,182,538,266,1302,597,112,72
1400000US53033022605,53033022605,"Census Tract 226.05, King County, Washington",4450,180,0,0,0,0,0,0,0,0,0,14,107,0,34,0,434,97,302,559,347,1639,585,39,113
1400000US53033022606,53033022606,"Census Tract 226.06, King County, Washington",4330,0,0,10,0,0,0,0,0,22,0,0,18,0,12,50,366,103,123,704,328,1581,794,134,85
1400000US53033022701,53033022701,"Census Tract 227.01, King County, Washington",2238,15,0,0,0,0,0,0,0,0,0,0,9,32,0,0,97,0,82,218,163,907,429,191,95
1400000US53033022702,53033022702,"Census Tract 227.02, King County, Washington",2555,18,0,0,0,0,0,0,0,0,0,6,0,0,0,9,108,10,90,357,137,1090,434,206,90
1400000US53033022703,53033022703,"Census Tract 227.03, King County, Washington",1632,0,0,0,1,0,0,0,8,0,0,2,11,0,13,7,199,14,32,172,96,611,363,48,55
1400000US53033022801,53033022801,"Census Tract 228.01, King County, Washington",6660,69,0,22,0,0,0,0,21,0,0,32,47,0,13,104,328,60,207,420,212,2739,1938,142,306
1400000US53033022802,53033022802,"Census Tract 228.02, King County, Washington",3527,22,0,0,0,0,0,0,0,0,0,0,13,1,0,9,254,18,92,260,323,1448,931,62,94
1400000US53033022803,53033022803,"Census Tract 228.03, King County, Washington",4219,106,0,0,0,0,0,0,19,9,0,14,1,0,0,0,208,105,70,235,271,1535,1424,76,146
1400000US53033022901,53033022901,"Census Tract 229.01, King County, Washington",2168,30,0,0,3,9,0,0,6,12,20,16,46,23,8,0,168,62,57,143,172,673,497,134,89
1400000US53033022902,53033022902,"Census Tract 229.02, King County, Washington",4791,0,0,0,0,0,0,0,0,0,0,38,0,19,19,72,196,15,112,335,244,2320,1062,138,221
1400000US53033023000,53033023000,"Census Tract 230, King County, Washington",3702,19,0,0,0,0,0,0,9,34,17,3,20,11,9,19,476,55,168,306,205,1375,720,147,109
1400000US53033023100,53033023100,"Census Tract 231, King County, Washington",2922,38,0,0,0,17,19,0,0,10,0,0,0,5,0,32,336,18,173,329,166,1218,437,82,42
1400000US53033023201,53033023201,"Census Tract 232.01, King County, Washington",5319,76,0,0,0,0,0,0,0,0,0,0,14,14,6,79,458,99,118,224,196,2362,1360,118,195
1400000US53033023202,53033023202,"Census Tract 232.02, King County, Washington",3290,97,0,0,0,32,0,8,0,86,20,119,63,9,1,71,576,1,155,388,295,981,348,0,40
1400000US53033023300,53033023300,"Census Tract 233, King County, Washington",4697,115,0,13,0,19,0,0,73,44,67,87,61,20,0,81,677,73,99,392,525,1516,576,193,66
1400000US53033023401,53033023401,"Census Tract 234.01, King County, Washington",2768,35,0,0,0,0,0,27,0,51,26,27,9,22,23,27,299,10,66,251,143,1067,552,78,55
1400000US53033023403,53033023403,"Census Tract 234.03, King County, Washington",3001,52,0,2,0,0,0,0,0,0,0,13,12,32,0,31,205,54,199,325,197,1083,533,91,172
1400000US53033023404,53033023404,"Census Tract 234.04, King County, Washington",2271,9,0,0,0,0,0,0,0,0,0,25,0,18,21,0,95,13,66,142,171,1125,396,146,44
1400000US53033023500,53033023500,"Census Tract 235, King County, Washington",2635,6,0,0,0,0,0,0,0,3,0,19,0,10,0,18,202,45,132,378,160,964,486,115,97
1400000US53033023601,53033023601,"Census Tract 236.01, King County, Washington",3020,8,0,0,0,0,0,0,0,0,11,0,24,37,0,30,123,13,109,355,297,1164,548,161,140
1400000US53033023603,53033023603,"Census Tract 236.03, King County, Washington",4763,57,0,0,0,0,0,0,0,0,58,12,0,130,52,33,607,129,133,497,258,1485,977,173,162
1400000US53033023604,53033023604,"Census Tract 236.04, King County, Washington",4579,19,0,0,0,0,91,0,0,181,36,35,11,31,47,133,788,57,156,521,301,1300,637,101,134
1400000US53033023700,53033023700,"Census Tract 237, King County, Washington",3082,9,0,0,0,0,0,0,10,2,0,0,0,0,16,0,196,26,58,377,245,1217,703,120,103
1400000US53033023801,53033023801,"Census Tract 238.01, King County, Washington",2073,59,0,0,0,0,0,0,0,0,0,0,0,0,0,6,155,15,52,133,209,672,513,152,107
1400000US53033023803,53033023803,"Census Tract 238.03, King County, Washington",4436,27,0,0,0,0,0,0,0,0,0,0,0,0,0,87,100,15,72,488,130,1794,1291,226,206
1400000US53033023804,53033023804,"Census Tract 238.04, King County, Washington",5837,17,0,0,0,0,0,0,0,40,2,0,1,0,0,55,272,0,132,427,418,2314,1645,256,258
1400000US53033023900,53033023900,"Census Tract 239, King County, Washington",5124,30,0,0,0,0,0,0,0,74,0,0,0,13,0,63,309,54,262,505,209,2233,923,307,142
1400000US53033024000,53033024000,"Census Tract 240, King County, Washington",5618,0,0,0,0,0,18,0,0,0,0,0,11,28,0,18,301,14,134,585,268,2472,1362,203,204
1400000US53033024100,53033024100,"Census Tract 241, King County, Washington",3271,7,0,0,2,0,0,0,0,3,0,0,5,1,14,12,119,12,81,254,203,1353,723,336,146
1400000US53033024200,53033024200,"Census Tract 242, King County, Washington",2192,0,0,0,0,0,0,0,0,0,6,7,0,6,0,9,104,7,67,148,71,924,501,229,113
1400000US53033024300,53033024300,"Census Tract 243, King County, Washington",6350,19,0,0,0,0,0,0,0,27,0,14,68,29,48,33,425,0,132,517,243,2570,1326,670,229
1400000US53033024400,53033024400,"Census Tract 244, King County, Washington",2148,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,123,22,58,265,166,894,306,216,65
1400000US53033024500,53033024500,"Census Tract 245, King County, Washington",3401,17,0,0,0,0,0,0,11,34,0,0,0,17,0,12,86,0,37,215,194,1466,800,332,180
1400000US53033024601,53033024601,"Census Tract 246.01, King County, Washington",3157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,10,138,191,107,1386,689,438,110
1400000US53033024602,53033024602,"Census Tract 246.02, King County, Washington",2521,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,150,0,45,188,69,980,720,231,129
1400000US53033024701,53033024701,"Census Tract 247.01, King County, Washington",2592,40,12,0,0,0,0,0,0,0,0,0,12,35,0,9,424,44,118,357,219,756,387,65,114
1400000US53033024702,53033024702,"Census Tract 247.02, King County, Washington",5474,52,0,0,0,0,0,0,0,0,18,0,0,6,12,79,686,115,277,706,348,1792,972,155,256
1400000US53033024800,53033024800,"Census Tract 248, King County, Washington",4003,72,0,0,0,0,0,0,0,0,14,121,50,22,27,67,605,14,161,581,383,1151,472,47,216
1400000US53033024901,53033024901,"Census Tract 249.01, King County, Washington",3578,20,0,0,0,9,0,0,0,0,0,0,8,0,0,19,257,38,112,322,173,1288,847,223,262
1400000US53033024902,53033024902,"Census Tract 249.02, King County, Washington",2810,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,197,0,70,356,184,1117,545,167,155
1400000US53033024903,53033024903,"Census Tract 249.03, King County, Washington",5013,65,0,0,0,0,0,0,0,20,0,0,0,12,0,58,392,72,115,424,274,1948,1108,273,252
1400000US53033025001,53033025001,"Census Tract 250.01, King County, Washington",3765,15,0,0,0,0,0,11,0,8,0,0,0,24,0,21,387,24,148,408,310,1626,569,100,114
1400000US53033025003,53033025003,"Census Tract 250.03, King County, Washington",4769,54,0,0,0,0,0,0,0,0,0,0,0,14,53,66,420,88,97,442,297,1699,966,335,238
1400000US53033025005,53033025005,"Census Tract 250.05, King County, Washington",3503,9,0,0,0,0,0,0,0,0,0,0,9,0,8,7,223,33,156,302,256,1246,861,205,188
1400000US53033025006,53033025006,"Census Tract 250.06, King County, Washington",4091,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32,374,53,60,453,186,1394,1063,335,138
1400000US53033025101,53033025101,"Census Tract 251.01, King County, Washington",4229,0,16,0,0,0,41,0,14,114,39,75,15,0,68,119,645,144,347,497,387,1209,412,59,28
1400000US53033025102,53033025102,"Census Tract 251.02, King County, Washington",5139,80,0,0,0,0,0,38,0,14,12,15,15,82,55,50,844,129,308,731,227,1684,594,149,112
1400000US53033025200,53033025200,"Census Tract 252, King County, Washington",6125,92,0,0,0,33,0,0,0,0,16,147,39,38,28,140,1058,350,360,809,304,1933,469,167,142
1400000US53033025301,53033025301,"Census Tract 253.01, King County, Washington",5086,102,0,0,0,0,0,53,0,28,0,86,0,0,10,21,894,96,278,799,627,1484,595,13,0
1400000US53033025302,53033025302,"Census Tract 253.02, King County, Washington",3759,40,0,0,0,0,0,3,51,1,0,9,32,14,38,103,903,177,407,553,246,723,344,61,54
1400000US53033025400,53033025400,"Census Tract 254, King County, Washington",5091,89,0,0,50,0,39,32,0,200,0,53,29,48,97,167,1028,299,350,830,536,996,246,2,0
1400000US53033025500,53033025500,"Census Tract 255, King County, Washington",3455,101,0,0,0,0,0,25,0,13,0,34,38,36,108,90,985,227,219,364,241,636,299,27,12
1400000US53033025601,53033025601,"Census Tract 256.01, King County, Washington",3915,84,0,0,0,0,0,4,12,12,20,23,118,62,48,118,888,79,129,525,429,970,316,78,0
1400000US53033025602,53033025602,"Census Tract 256.02, King County, Washington",4133,38,0,0,0,0,0,0,15,52,0,0,32,42,12,89,351,104,176,667,524,1401,536,56,38
1400000US53033025701,53033025701,"Census Tract 257.01, King County, Washington",4497,28,0,0,0,0,0,0,9,42,0,0,39,19,0,15,859,181,317,745,590,1258,317,45,33
1400000US53033025702,53033025702,"Census Tract 257.02, King County, Washington",2495,34,0,0,0,0,0,0,0,1,8,0,18,13,28,13,466,71,118,472,337,612,247,44,13
1400000US53033025803,53033025803,"Census Tract 258.03, King County, Washington",3078,62,0,0,0,0,0,7,30,35,0,64,78,87,66,125,722,59,212,587,210,597,111,8,18
1400000US53033025804,53033025804,"Census Tract 258.04, King County, Washington",2577,29,0,0,0,0,28,0,0,0,0,46,22,26,34,72,654,122,167,327,255,671,114,10,0
1400000US53033025805,53033025805,"Census Tract 258.05, King County, Washington",3724,95,0,0,0,0,0,0,32,28,0,0,84,49,31,25,829,90,256,578,423,888,308,8,0
1400000US53033025806,53033025806,"Census Tract 258.06, King County, Washington",3470,30,0,0,0,0,0,0,10,0,8,18,11,6,16,37,700,116,254,458,347,938,479,12,30
1400000US53033026001,53033026001,"Census Tract 260.01, King County, Washington",4478,60,0,0,0,10,10,12,71,0,41,156,75,22,117,124,756,177,169,797,436,936,353,136,20
1400000US53033026002,53033026002,"Census Tract 260.02, King County, Washington",5517,108,0,0,0,0,0,37,21,52,58,37,103,108,65,153,938,149,464,867,709,1116,377,120,35
1400000US53033026100,53033026100,"Census Tract 261, King County, Washington",5352,128,0,0,0,0,46,146,93,33,93,0,116,193,137,30,1535,141,267,885,472,777,146,65,49
1400000US53033026200,53033026200,"Census Tract 262, King County, Washington",3942,58,0,0,0,0,0,0,0,10,0,18,111,236,0,66,807,166,113,796,398,737,191,0,235
1400000US53033026300,53033026300,"Census Tract 263, King County, Washington",1131,48,0,0,0,0,0,0,0,0,9,6,33,28,23,62,331,31,126,187,109,108,26,4,0
1400000US53033026400,53033026400,"Census Tract 264, King County, Washington",3939,68,0,0,0,0,0,40,0,113,33,51,101,82,132,103,1085,207,214,582,311,476,305,21,15
1400000US53033026500,53033026500,"Census Tract 265, King County, Washington",2765,84,0,0,0,0,83,6,46,13,56,43,130,94,67,114,705,128,256,472,123,260,72,13,0
1400000US53033026600,53033026600,"Census Tract 266, King County, Washington",1807,21,0,0,0,0,6,0,17,42,50,0,19,21,32,51,254,82,136,339,195,344,162,17,19
1400000US53033026700,53033026700,"Census Tract 267, King County, Washington",3850,29,0,0,0,0,0,0,34,12,53,15,174,30,24,101,595,134,330,530,337,922,320,140,70
1400000US53033026801,53033026801,"Census Tract 268.01, King County, Washington",4078,380,0,0,0,0,0,0,77,67,48,0,0,60,162,253,1183,175,277,487,277,499,85,48,0
1400000US53033026802,53033026802,"Census Tract 268.02, King County, Washington",3270,153,0,0,0,11,28,75,39,80,0,65,57,37,58,120,881,80,224,465,282,480,103,32,0
1400000US53033027000,53033027000,"Census Tract 270, King County, Washington",2336,69,0,0,0,0,0,0,23,10,0,36,37,79,104,46,581,47,207,449,145,417,86,0,0
1400000US53033027100,53033027100,"Census Tract 271, King County, Washington",2197,75,0,0,0,0,0,7,0,20,2,9,170,111,86,58,371,98,129,422,147,359,79,48,6
1400000US53033027200,53033027200,"Census Tract 272, King County, Washington",1725,127,0,0,6,16,0,29,0,79,0,30,63,29,31,59,351,59,70,260,115,276,81,27,17
1400000US53033027300,53033027300,"Census Tract 273, King County, Washington",3969,454,0,0,0,11,36,45,22,149,19,86,129,28,153,30,931,114,237,550,211,550,130,80,4
1400000US53033027400,53033027400,"Census Tract 274, King County, Washington",3357,119,0,0,0,0,36,0,42,68,95,24,68,72,71,82,811,167,319,367,302,567,129,10,8
1400000US53033027500,53033027500,"Census Tract 275, King County, Washington",3521,94,0,10,0,38,0,25,25,31,55,10,156,24,151,165,866,129,332,480,216,521,92,92,9
1400000US53033027600,53033027600,"Census Tract 276, King County, Washington",3066,48,0,0,0,21,82,49,9,191,0,0,62,87,83,81,394,84,199,383,252,667,259,80,35
1400000US53033027701,53033027701,"Census Tract 277.01, King County, Washington",3752,0,0,0,0,0,0,0,0,39,0,15,2,16,34,141,453,34,147,494,276,1078,641,180,202
1400000US53033027702,53033027702,"Census Tract 277.02, King County, Washington",3832,13,0,0,0,0,0,0,0,1,0,49,15,13,0,1,581,39,165,462,263,1196,664,249,121
1400000US53033027800,53033027800,"Census Tract 278, King County, Washington",2695,27,0,0,0,0,0,0,0,0,0,0,11,18,27,29,310,63,140,369,246,878,431,75,71
1400000US53033027900,53033027900,"Census Tract 279, King County, Washington",5827,23,0,0,0,0,53,0,0,18,0,0,321,69,64,199,1128,288,320,1184,577,1168,205,138,72
1400000US53033028000,53033028000,"Census Tract 280, King County, Washington",2826,52,0,0,49,0,0,54,19,296,23,38,103,43,52,88,817,89,162,441,165,286,40,0,9
1400000US53033028100,53033028100,"Census Tract 281, King County, Washington",1761,131,0,0,0,0,27,11,13,18,19,0,76,64,5,7,425,129,144,369,75,210,34,0,4
1400000US53033028200,53033028200,"Census Tract 282, King County, Washington",3193,107,0,0,0,0,56,60,0,63,15,40,183,17,45,87,730,88,131,683,304,437,116,24,7
1400000US53033028300,53033028300,"Census Tract 283, King County, Washington",3734,163,0,0,21,0,0,0,0,0,26,16,12,13,25,81,701,104,198,740,515,853,206,9,51
1400000US53033028402,53033028402,"Census Tract 284.02, King County, Washington",3366,176,0,0,0,50,11,11,0,74,49,5,58,16,24,80,863,100,192,719,311,486,102,39,0
1400000US53033028403,53033028403,"Census Tract 284.03, King County, Washington",3862,24,0,0,0,0,0,97,0,0,10,0,144,116,145,59,1163,12,385,614,386,541,122,22,22
1400000US53033028500,53033028500,"Census Tract 285, King County, Washington",2727,127,0,0,0,0,0,0,0,69,3,0,0,38,78,26,620,129,221,543,235,458,174,0,6
1400000US53033028600,53033028600,"Census Tract 286, King County, Washington",4889,19,0,0,0,0,0,0,0,0,0,55,46,52,0,32,584,131,234,807,312,1724,611,222,60
1400000US53033028700,53033028700,"Census Tract 287, King County, Washington",3577,70,0,0,0,0,2,0,0,17,5,58,25,10,65,95,625,161,299,669,454,685,292,36,9
1400000US53033028801,53033028801,"Census Tract 288.01, King County, Washington",2281,64,0,0,0,11,0,0,0,9,7,30,37,43,66,33,549,170,176,487,149,301,102,28,19
1400000US53033028802,53033028802,"Census Tract 288.02, King County, Washington",4436,191,0,0,0,0,0,14,0,89,44,72,134,79,23,72,1036,159,247,721,484,747,286,38,0
1400000US53033028901,53033028901,"Census Tract 289.01, King County, Washington",2555,59,0,0,0,0,0,17,0,1,0,0,12,24,77,35,444,78,221,540,281,540,160,18,48
1400000US53033028902,53033028902,"Census Tract 289.02, King County, Washington",4707,221,0,0,56,143,0,0,0,183,53,99,125,16,40,133,1148,220,363,638,552,556,121,40,0
